"Pro","Wm82","Wm82Gene.V2.1"
"Glyma.07G252900.1.p","Glyma.07G252900.1.p","Glyma.07G252900"
"Glyma.07G253100.1.p","Glyma.07G253100.1.p","Glyma.07G253100"
"Glyma.07G253200.1.p","Glyma.07G253200.1.p","Glyma.07G253200"
"Glyma.07G253300.1.p","Glyma.07G253300.1.p","Glyma.07G253300"
"Glyma.07G254600.1.p","Glyma.07G254600.1.p","Glyma.07G254600"
"Glyma.07G255200.1.p","Glyma.07G255200.1.p","Glyma.07G255200"
"Glyma.07G255800.1.p","Glyma.07G255800.1.p","Glyma.07G255800"
"Glyma.07G255900.1.p","Glyma.07G255900.1.p","Glyma.07G255900"
"Glyma.07G256200.1.p","Glyma.07G256200.1.p","Glyma.07G256200"
"Glyma.07G256500.1.p","Glyma.07G256500.1.p","Glyma.07G256500"
"Glyma.07G256900.1.p","Glyma.07G256900.1.p","Glyma.07G256900"
"Glyma.07G257300.1.p","Glyma.07G257300.1.p","Glyma.07G257300"
"Glyma.07G257500.1.p","Glyma.07G257500.1.p","Glyma.07G257500"
"Glyma.07G257700.1.p","Glyma.07G257700.1.p","Glyma.07G257700"
"Glyma.07G257800.1.p","Glyma.07G257800.1.p","Glyma.07G257800"
"Glyma.07G258000.1.p","Glyma.07G258000.1.p","Glyma.07G258000"
"Glyma.07G258400.1.p","Glyma.07G258400.1.p","Glyma.07G258400"
"Glyma.07G258500.1.p","Glyma.07G258500.1.p","Glyma.07G258500"
"Glyma.07G258900.1.p","Glyma.07G258900.1.p","Glyma.07G258900"
"Glyma.07G259000.1.p","Glyma.07G259000.1.p","Glyma.07G259000"
"Glyma.07G259500.1.p","Glyma.07G259500.1.p","Glyma.07G259500"
"Glyma.07G260200.1.p","Glyma.07G260200.1.p","Glyma.07G260200"
"Glyma.07G260300.1.p","Glyma.07G260300.1.p","Glyma.07G260300"
"Glyma.07G260400.1.p","Glyma.07G260400.1.p","Glyma.07G260400"
"Glyma.07G261000.1.p","Glyma.07G261000.1.p","Glyma.07G261000"
"Glyma.07G261200.1.p","Glyma.07G261200.1.p","Glyma.07G261200"
"Glyma.07G261400.6.p","Glyma.07G261400.6.p","Glyma.07G261400"
"Glyma.07G261500.1.p","Glyma.07G261500.1.p","Glyma.07G261500"
"Glyma.07G261600.1.p","Glyma.07G261600.1.p","Glyma.07G261600"
"Glyma.07G261700.1.p","Glyma.07G261700.1.p","Glyma.07G261700"
"Glyma.07G261800.1.p","Glyma.07G261800.1.p","Glyma.07G261800"
"Glyma.07G261900.1.p","Glyma.07G261900.1.p","Glyma.07G261900"
"Glyma.07G262100.2.p","Glyma.07G262100.2.p","Glyma.07G262100"
"Glyma.07G262600.1.p","Glyma.07G262600.1.p","Glyma.07G262600"
"Glyma.07G263100.1.p","Glyma.07G263100.1.p","Glyma.07G263100"
"Glyma.07G263300.1.p","Glyma.07G263300.1.p","Glyma.07G263300"
"Glyma.07G263400.1.p","Glyma.07G263400.1.p","Glyma.07G263400"
"Glyma.07G264300.1.p","Glyma.07G264300.1.p","Glyma.07G264300"
"Glyma.07G264600.1.p","Glyma.07G264600.1.p","Glyma.07G264600"
"Glyma.07G265100.1.p","Glyma.07G265100.1.p","Glyma.07G265100"
"Glyma.07G265300.1.p","Glyma.07G265300.1.p","Glyma.07G265300"
"Glyma.07G265500.1.p","Glyma.07G265500.1.p","Glyma.07G265500"
"Glyma.07G266000.1.p","Glyma.07G266000.1.p","Glyma.07G266000"
"Glyma.07G266300.1.p","Glyma.07G266300.1.p","Glyma.07G266300"
"Glyma.07G267500.1.p","Glyma.07G267500.1.p","Glyma.07G267500"
"Glyma.07G268200.1.p","Glyma.07G268200.1.p","Glyma.07G268200"
"Glyma.07G268500.1.p","Glyma.07G268500.1.p","Glyma.07G268500"
"Glyma.07G268900.1.p","Glyma.07G268900.1.p","Glyma.07G268900"
"Glyma.07G269100.1.p","Glyma.07G269100.1.p","Glyma.07G269100"
"Glyma.07G269200.1.p","Glyma.07G269200.1.p","Glyma.07G269200"
"Glyma.07G269700.1.p","Glyma.07G269700.1.p","Glyma.07G269700"
"Glyma.07G269900.1.p","Glyma.07G269900.1.p","Glyma.07G269900"
"Glyma.07G270800.1.p","Glyma.07G270800.1.p","Glyma.07G270800"
"Glyma.07G271100.1.p","Glyma.07G271100.1.p","Glyma.07G271100"
"Glyma.07G271200.1.p","Glyma.07G271200.1.p","Glyma.07G271200"
"Glyma.07G271400.1.p","Glyma.07G271400.1.p","Glyma.07G271400"
"Glyma.07G271900.1.p","Glyma.07G271900.1.p","Glyma.07G271900"
"Glyma.07G272200.1.p","Glyma.07G272200.1.p","Glyma.07G272200"
"Glyma.07G272400.1.p","Glyma.07G272400.1.p","Glyma.07G272400"
"Glyma.07G272500.2.p","Glyma.07G272500.2.p","Glyma.07G272500"
"Glyma.07G273000.2.p","Glyma.07G273000.2.p","Glyma.07G273000"
"Glyma.07G273100.1.p","Glyma.07G273100.1.p","Glyma.07G273100"
"Glyma.07G273500.1.p","Glyma.07G273500.1.p","Glyma.07G273500"
"Glyma.07G273600.1.p","Glyma.07G273600.1.p","Glyma.07G273600"
"Glyma.07G273700.1.p","Glyma.07G273700.1.p","Glyma.07G273700"
"Glyma.07G274100.1.p","Glyma.07G274100.1.p","Glyma.07G274100"
"Glyma.08G001000.1.p","Glyma.08G001000.1.p","Glyma.08G001000"
"Glyma.08G001200.1.p","Glyma.08G001200.1.p","Glyma.08G001200"
"Glyma.08G001900.1.p","Glyma.08G001900.1.p","Glyma.08G001900"
"Glyma.08G002300.1.p","Glyma.08G002300.1.p","Glyma.08G002300"
"Glyma.08G002500.1.p","Glyma.08G002500.1.p","Glyma.08G002500"
"Glyma.08G002600.1.p","Glyma.08G002600.1.p","Glyma.08G002600"
"Glyma.08G003100.1.p","Glyma.08G003100.1.p","Glyma.08G003100"
"Glyma.08G003300.1.p","Glyma.08G003300.1.p","Glyma.08G003300"
"Glyma.08G004800.2.p","Glyma.08G004800.2.p","Glyma.08G004800"
"Glyma.08G005200.1.p","Glyma.08G005200.1.p","Glyma.08G005200"
"Glyma.08G005600.1.p","Glyma.08G005600.1.p","Glyma.08G005600"
"Glyma.08G005900.1.p","Glyma.08G005900.1.p","Glyma.08G005900"
"Glyma.08G006400.1.p","Glyma.08G006400.1.p","Glyma.08G006400"
"Glyma.08G006500.1.p","Glyma.08G006500.1.p","Glyma.08G006500"
"Glyma.08G007500.1.p","Glyma.08G007500.1.p","Glyma.08G007500"
"Glyma.08G007700.1.p","Glyma.08G007700.1.p","Glyma.08G007700"
"Glyma.08G007900.2.p","Glyma.08G007900.2.p","Glyma.08G007900"
"Glyma.08G008400.2.p","Glyma.08G008400.2.p","Glyma.08G008400"
"Glyma.08G008700.2.p","Glyma.08G008700.2.p","Glyma.08G008700"
"Glyma.08G009200.1.p","Glyma.08G009200.1.p","Glyma.08G009200"
"Glyma.08G009500.1.p","Glyma.08G009500.1.p","Glyma.08G009500"
"Glyma.08G010100.2.p","Glyma.08G010100.2.p","Glyma.08G010100"
"Glyma.08G010500.1.p","Glyma.08G010500.1.p","Glyma.08G010500"
"Glyma.08G010600.1.p","Glyma.08G010600.1.p","Glyma.08G010600"
"Glyma.08G011100.1.p","Glyma.08G011100.1.p","Glyma.08G011100"
"Glyma.08G011400.1.p","Glyma.08G011400.1.p","Glyma.08G011400"
"Glyma.08G011600.1.p","Glyma.08G011600.1.p","Glyma.08G011600"
"Glyma.08G011800.1.p","Glyma.08G011800.1.p","Glyma.08G011800"
"Glyma.08G012000.3.p","Glyma.08G012000.3.p","Glyma.08G012000"
"Glyma.08G012100.1.p","Glyma.08G012100.1.p","Glyma.08G012100"
"Glyma.08G012200.1.p","Glyma.08G012200.1.p","Glyma.08G012200"
"Glyma.08G012600.1.p","Glyma.08G012600.1.p","Glyma.08G012600"
"Glyma.08G013300.1.p","Glyma.08G013300.1.p","Glyma.08G013300"
"Glyma.08G013500.1.p","Glyma.08G013500.1.p","Glyma.08G013500"
"Glyma.08G013700.1.p","Glyma.08G013700.1.p","Glyma.08G013700"
"Glyma.08G014100.1.p","Glyma.08G014100.1.p","Glyma.08G014100"
"Glyma.08G014500.1.p","Glyma.08G014500.1.p","Glyma.08G014500"
"Glyma.08G015000.1.p","Glyma.08G015000.1.p","Glyma.08G015000"
"Glyma.08G015200.1.p","Glyma.08G015200.1.p","Glyma.08G015200"
"Glyma.08G015300.1.p","Glyma.08G015300.1.p","Glyma.08G015300"
"Glyma.08G015400.1.p","Glyma.08G015400.1.p","Glyma.08G015400"
"Glyma.08G016600.1.p","Glyma.08G016600.1.p","Glyma.08G016600"
"Glyma.08G016800.1.p","Glyma.08G016800.1.p","Glyma.08G016800"
"Glyma.08G017000.1.p","Glyma.08G017000.1.p","Glyma.08G017000"
"Glyma.08G017300.1.p","Glyma.08G017300.1.p","Glyma.08G017300"
"Glyma.08G017500.2.p","Glyma.08G017500.2.p","Glyma.08G017500"
"Glyma.08G017800.1.p","Glyma.08G017800.1.p","Glyma.08G017800"
"Glyma.08G018100.1.p","Glyma.08G018100.1.p","Glyma.08G018100"
"Glyma.08G018500.1.p","Glyma.08G018500.1.p","Glyma.08G018500"
"Glyma.08G019300.1.p","Glyma.08G019300.1.p","Glyma.08G019300"
"Glyma.08G019600.1.p","Glyma.08G019600.1.p","Glyma.08G019600"
"Glyma.08G020300.3.p","Glyma.08G020300.3.p","Glyma.08G020300"
"Glyma.08G020500.1.p","Glyma.08G020500.1.p","Glyma.08G020500"
"Glyma.08G021400.1.p","Glyma.08G021400.1.p","Glyma.08G021400"
"Glyma.08G022100.1.p","Glyma.08G022100.1.p","Glyma.08G022100"
"Glyma.08G022300.1.p","Glyma.08G022300.1.p","Glyma.08G022300"
"Glyma.08G023000.1.p","Glyma.08G023000.1.p","Glyma.08G023000"
"Glyma.08G024200.1.p","Glyma.08G024200.1.p","Glyma.08G024200"
"Glyma.08G024700.1.p","Glyma.08G024700.1.p","Glyma.08G024700"
"Glyma.08G025300.1.p","Glyma.08G025300.1.p","Glyma.08G025300"
"Glyma.08G025600.1.p","Glyma.08G025600.1.p","Glyma.08G025600"
"Glyma.08G025700.1.p","Glyma.08G025700.1.p","Glyma.08G025700"
"Glyma.08G025900.1.p","Glyma.08G025900.1.p","Glyma.08G025900"
"Glyma.08G026700.1.p","Glyma.08G026700.1.p","Glyma.08G026700"
"Glyma.08G027100.2.p","Glyma.08G027100.2.p","Glyma.08G027100"
"Glyma.08G027700.1.p","Glyma.08G027700.1.p","Glyma.08G027700"
"Glyma.08G027800.1.p","Glyma.08G027800.1.p","Glyma.08G027800"
"Glyma.08G028200.4.p","Glyma.08G028200.4.p","Glyma.08G028200"
"Glyma.08G028400.1.p","Glyma.08G028400.1.p","Glyma.08G028400"
"Glyma.08G028800.1.p","Glyma.08G028800.1.p","Glyma.08G028800"
"Glyma.08G028900.1.p","Glyma.08G028900.1.p","Glyma.08G028900"
"Glyma.08G029100.1.p","Glyma.08G029100.1.p","Glyma.08G029100"
"Glyma.08G030200.1.p","Glyma.08G030200.1.p","Glyma.08G030200"
"Glyma.08G030500.1.p","Glyma.08G030500.1.p","Glyma.08G030500"
"Glyma.08G030600.3.p","Glyma.08G030600.3.p","Glyma.08G030600"
"Glyma.08G030800.1.p","Glyma.08G030800.1.p","Glyma.08G030800"
"Glyma.08G030900.1.p","Glyma.08G030900.1.p","Glyma.08G030900"
"Glyma.08G031100.1.p","Glyma.08G031100.1.p","Glyma.08G031100"
"Glyma.08G031200.1.p","Glyma.08G031200.1.p","Glyma.08G031200"
"Glyma.08G032100.1.p","Glyma.08G032100.1.p","Glyma.08G032100"
"Glyma.08G032300.1.p","Glyma.08G032300.1.p","Glyma.08G032300"
"Glyma.08G032500.1.p","Glyma.08G032500.1.p","Glyma.08G032500"
"Glyma.08G032900.1.p","Glyma.08G032900.1.p","Glyma.08G032900"
"Glyma.08G033400.1.p","Glyma.08G033400.1.p","Glyma.08G033400"
"Glyma.08G033500.1.p","Glyma.08G033500.1.p","Glyma.08G033500"
"Glyma.08G033800.1.p","Glyma.08G033800.1.p","Glyma.08G033800"
"Glyma.08G034400.1.p","Glyma.08G034400.1.p","Glyma.08G034400"
"Glyma.08G034700.1.p","Glyma.08G034700.1.p","Glyma.08G034700"
"Glyma.08G035200.1.p","Glyma.08G035200.1.p","Glyma.08G035200"
"Glyma.08G035300.1.p","Glyma.08G035300.1.p","Glyma.08G035300"
"Glyma.08G035500.1.p","Glyma.08G035500.1.p","Glyma.08G035500"
"Glyma.08G038100.1.p","Glyma.08G038100.1.p","Glyma.08G038100"
"Glyma.08G039300.1.p","Glyma.08G039300.1.p","Glyma.08G039300"
"Glyma.08G039400.1.p","Glyma.08G039400.1.p","Glyma.08G039400"
"Glyma.08G039600.1.p","Glyma.08G039600.1.p","Glyma.08G039600"
"Glyma.08G039800.10.p","Glyma.08G039800.10.p","Glyma.08G039800.10.p"
"Glyma.08G040000.2.p","Glyma.08G040000.2.p","Glyma.08G040000"
"Glyma.08G040300.1.p","Glyma.08G040300.1.p","Glyma.08G040300"
"Glyma.08G040500.1.p","Glyma.08G040500.1.p","Glyma.08G040500"
"Glyma.08G041800.1.p","Glyma.08G041800.1.p","Glyma.08G041800"
"Glyma.08G042200.1.p","Glyma.08G042200.1.p","Glyma.08G042200"
"Glyma.08G042300.2.p","Glyma.08G042300.2.p","Glyma.08G042300"
"Glyma.08G042600.1.p","Glyma.08G042600.1.p","Glyma.08G042600"
"Glyma.08G042700.1.p","Glyma.08G042700.1.p","Glyma.08G042700"
"Glyma.08G042900.1.p","Glyma.08G042900.1.p","Glyma.08G042900"
"Glyma.08G043100.2.p","Glyma.08G043100.2.p","Glyma.08G043100"
"Glyma.08G043600.1.p","Glyma.08G043600.1.p","Glyma.08G043600"
"Glyma.08G043800.1.p","Glyma.08G043800.1.p","Glyma.08G043800"
"Glyma.08G044000.1.p","Glyma.08G044000.1.p","Glyma.08G044000"
"Glyma.08G044100.1.p","Glyma.08G044100.1.p","Glyma.08G044100"
"Glyma.08G044300.1.p","Glyma.08G044300.1.p","Glyma.08G044300"
"Glyma.08G044600.1.p","Glyma.08G044600.1.p","Glyma.08G044600"
"Glyma.08G045100.1.p","Glyma.08G045100.1.p","Glyma.08G045100"
"Glyma.08G045400.1.p","Glyma.08G045400.1.p","Glyma.08G045400"
"Glyma.08G045800.1.p","Glyma.08G045800.1.p","Glyma.08G045800"
"Glyma.08G045900.1.p","Glyma.08G045900.1.p","Glyma.08G045900"
"Glyma.08G046400.1.p","Glyma.08G046400.1.p","Glyma.08G046400"
"Glyma.08G046600.1.p","Glyma.08G046600.1.p","Glyma.08G046600"
"Glyma.08G047100.3.p","Glyma.08G047100.3.p","Glyma.08G047100"
"Glyma.08G047800.1.p","Glyma.08G047800.1.p","Glyma.08G047800"
"Glyma.08G047900.3.p","Glyma.08G047900.3.p","Glyma.08G047900"
"Glyma.08G048100.1.p","Glyma.08G048100.1.p","Glyma.08G048100"
"Glyma.08G048200.1.p","Glyma.08G048200.1.p","Glyma.08G048200"
"Glyma.08G048400.1.p","Glyma.08G048400.1.p","Glyma.08G048400"
"Glyma.08G048600.1.p","Glyma.08G048600.1.p","Glyma.08G048600"
"Glyma.08G048800.1.p","Glyma.08G048800.1.p","Glyma.08G048800"
"Glyma.08G050600.1.p","Glyma.08G050600.1.p","Glyma.08G050600"
"Glyma.08G050900.1.p","Glyma.08G050900.1.p","Glyma.08G050900"
"Glyma.08G051000.1.p","Glyma.08G051000.1.p","Glyma.08G051000"
"Glyma.08G051100.1.p","Glyma.08G051100.1.p","Glyma.08G051100"
"Glyma.08G051200.2.p","Glyma.08G051200.2.p","Glyma.08G051200"
"Glyma.08G051300.1.p","Glyma.08G051300.1.p","Glyma.08G051300"
"Glyma.08G051400.1.p","Glyma.08G051400.1.p","Glyma.08G051400"
"Glyma.08G051500.1.p","Glyma.08G051500.1.p","Glyma.08G051500"
"Glyma.08G051600.1.p","Glyma.08G051600.1.p","Glyma.08G051600"
"Glyma.08G052600.1.p","Glyma.08G052600.1.p","Glyma.08G052600"
"Glyma.08G052800.1.p","Glyma.08G052800.1.p","Glyma.08G052800"
"Glyma.08G052900.1.p","Glyma.08G052900.1.p","Glyma.08G052900"
"Glyma.08G053000.1.p","Glyma.08G053000.1.p","Glyma.08G053000"
"Glyma.08G053300.1.p","Glyma.08G053300.1.p","Glyma.08G053300"
"Glyma.08G053500.2.p","Glyma.08G053500.2.p","Glyma.08G053500"
"Glyma.08G053600.1.p","Glyma.08G053600.1.p","Glyma.08G053600"
"Glyma.08G054300.2.p","Glyma.08G054300.2.p","Glyma.08G054300"
"Glyma.08G054900.1.p","Glyma.08G054900.1.p","Glyma.08G054900"
"Glyma.08G055000.1.p","Glyma.08G055000.1.p","Glyma.08G055000"
"Glyma.08G055700.1.p","Glyma.08G055700.1.p","Glyma.08G055700"
"Glyma.08G056500.1.p","Glyma.08G056500.1.p","Glyma.08G056500"
"Glyma.08G057000.1.p","Glyma.08G057000.1.p","Glyma.08G057000"
"Glyma.08G057200.1.p","Glyma.08G057200.1.p","Glyma.08G057200"
"Glyma.08G057500.1.p","Glyma.08G057500.1.p","Glyma.08G057500"
"Glyma.08G058100.1.p","Glyma.08G058100.1.p","Glyma.08G058100"
"Glyma.08G058400.1.p","Glyma.08G058400.1.p","Glyma.08G058400"
"Glyma.08G058500.2.p","Glyma.08G058500.2.p","Glyma.08G058500"
"Glyma.08G059700.1.p","Glyma.08G059700.1.p","Glyma.08G059700"
"Glyma.08G059800.1.p","Glyma.08G059800.1.p","Glyma.08G059800"
"Glyma.08G060300.1.p","Glyma.08G060300.1.p","Glyma.08G060300"
"Glyma.08G060500.1.p","Glyma.08G060500.1.p","Glyma.08G060500"
"Glyma.08G060800.1.p","Glyma.08G060800.1.p","Glyma.08G060800"
"Glyma.08G061000.1.p","Glyma.08G061000.1.p","Glyma.08G061000"
"Glyma.08G061200.1.p","Glyma.08G061200.1.p","Glyma.08G061200"
"Glyma.08G061500.1.p","Glyma.08G061500.1.p","Glyma.08G061500"
"Glyma.08G061700.1.p","Glyma.08G061700.1.p","Glyma.08G061700"
"Glyma.08G062300.1.p","Glyma.08G062300.1.p","Glyma.08G062300"
"Glyma.08G063400.3.p","Glyma.08G063400.3.p","Glyma.08G063400"
"Glyma.08G063500.1.p","Glyma.08G063500.1.p","Glyma.08G063500"
"Glyma.08G063700.1.p","Glyma.08G063700.1.p","Glyma.08G063700"
"Glyma.08G063800.1.p","Glyma.08G063800.1.p","Glyma.08G063800"
"Glyma.08G064100.1.p","Glyma.08G064100.1.p","Glyma.08G064100"
"Glyma.08G064600.1.p","Glyma.08G064600.1.p","Glyma.08G064600"
"Glyma.08G064900.1.p","Glyma.08G064900.1.p","Glyma.08G064900"
"Glyma.08G065000.1.p","Glyma.08G065000.1.p","Glyma.08G065000"
"Glyma.08G066600.1.p","Glyma.08G066600.1.p","Glyma.08G066600"
"Glyma.08G066800.1.p","Glyma.08G066800.1.p","Glyma.08G066800"
"Glyma.08G067500.1.p","Glyma.08G067500.1.p","Glyma.08G067500"
"Glyma.08G067600.1.p","Glyma.08G067600.1.p","Glyma.08G067600"
"Glyma.08G067700.1.p","Glyma.08G067700.1.p","Glyma.08G067700"
"Glyma.08G067800.1.p","Glyma.08G067800.1.p","Glyma.08G067800"
"Glyma.08G069300.1.p","Glyma.08G069300.1.p","Glyma.08G069300"
"Glyma.08G069400.1.p","Glyma.08G069400.1.p","Glyma.08G069400"
"Glyma.08G070400.1.p","Glyma.08G070400.1.p","Glyma.08G070400"
"Glyma.08G070800.1.p","Glyma.08G070800.1.p","Glyma.08G070800"
"Glyma.08G071100.1.p","Glyma.08G071100.1.p","Glyma.08G071100"
"Glyma.08G071900.1.p","Glyma.08G071900.1.p","Glyma.08G071900"
"Glyma.08G072100.1.p","Glyma.08G072100.1.p","Glyma.08G072100"
"Glyma.08G072400.1.p","Glyma.08G072400.1.p","Glyma.08G072400"
"Glyma.08G072800.1.p","Glyma.08G072800.1.p","Glyma.08G072800"
"Glyma.08G073500.1.p","Glyma.08G073500.1.p","Glyma.08G073500"
"Glyma.08G073600.1.p","Glyma.08G073600.1.p","Glyma.08G073600"
"Glyma.08G073800.2.p","Glyma.08G073800.2.p","Glyma.08G073800"
"Glyma.08G074000.1.p","Glyma.08G074000.1.p","Glyma.08G074000"
"Glyma.08G074500.1.p","Glyma.08G074500.1.p","Glyma.08G074500"
"Glyma.08G075100.1.p","Glyma.08G075100.1.p","Glyma.08G075100"
"Glyma.08G075400.1.p","Glyma.08G075400.1.p","Glyma.08G075400"
"Glyma.08G075600.1.p","Glyma.08G075600.1.p","Glyma.08G075600"
"Glyma.08G076400.2.p","Glyma.08G076400.2.p","Glyma.08G076400"
"Glyma.08G077100.1.p","Glyma.08G077100.1.p","Glyma.08G077100"
"Glyma.08G077500.1.p","Glyma.08G077500.1.p","Glyma.08G077500"
"Glyma.08G077800.1.p","Glyma.08G077800.1.p","Glyma.08G077800"
"Glyma.08G078500.1.p","Glyma.08G078500.1.p","Glyma.08G078500"
"Glyma.08G078600.2.p","Glyma.08G078600.2.p","Glyma.08G078600"
"Glyma.08G078900.1.p","Glyma.08G078900.1.p","Glyma.08G078900"
"Glyma.08G079300.1.p","Glyma.08G079300.1.p","Glyma.08G079300"
"Glyma.08G080100.1.p","Glyma.08G080100.1.p","Glyma.08G080100"
"Glyma.08G080600.1.p","Glyma.08G080600.1.p","Glyma.08G080600"
"Glyma.08G080700.1.p","Glyma.08G080700.1.p","Glyma.08G080700"
"Glyma.08G081500.4.p","Glyma.08G081500.4.p","Glyma.08G081500"
"Glyma.08G081700.1.p","Glyma.08G081700.1.p","Glyma.08G081700"
"Glyma.08G082000.1.p","Glyma.08G082000.1.p","Glyma.08G082000"
"Glyma.08G082100.1.p","Glyma.08G082100.1.p","Glyma.08G082100"
"Glyma.08G082600.1.p","Glyma.08G082600.1.p","Glyma.08G082600"
"Glyma.08G082900.1.p","Glyma.08G082900.1.p","Glyma.08G082900"
"Glyma.08G084400.2.p","Glyma.08G084400.2.p","Glyma.08G084400"
"Glyma.08G084800.1.p","Glyma.08G084800.1.p","Glyma.08G084800"
"Glyma.08G085200.1.p","Glyma.08G085200.1.p","Glyma.08G085200"
"Glyma.08G085500.1.p","Glyma.08G085500.1.p","Glyma.08G085500"
"Glyma.08G086000.1.p","Glyma.08G086000.1.p","Glyma.08G086000"
"Glyma.08G086800.1.p","Glyma.08G086800.1.p","Glyma.08G086800"
"Glyma.08G087000.1.p","Glyma.08G087000.1.p","Glyma.08G087000"
"Glyma.08G087200.1.p","Glyma.08G087200.1.p","Glyma.08G087200"
"Glyma.08G087300.1.p","Glyma.08G087300.1.p","Glyma.08G087300"
"Glyma.08G087500.1.p","Glyma.08G087500.1.p","Glyma.08G087500"
"Glyma.08G087600.1.p","Glyma.08G087600.1.p","Glyma.08G087600"
"Glyma.08G088000.1.p","Glyma.08G088000.1.p","Glyma.08G088000"
"Glyma.08G088300.1.p","Glyma.08G088300.1.p","Glyma.08G088300"
"Glyma.08G088500.1.p","Glyma.08G088500.1.p","Glyma.08G088500"
"Glyma.08G088600.1.p","Glyma.08G088600.1.p","Glyma.08G088600"
"Glyma.08G089700.1.p","Glyma.08G089700.1.p","Glyma.08G089700"
"Glyma.08G091000.1.p","Glyma.08G091000.1.p","Glyma.08G091000"
"Glyma.08G091600.1.p","Glyma.08G091600.1.p","Glyma.08G091600"
"Glyma.08G091700.3.p","Glyma.08G091700.3.p","Glyma.08G091700"
"Glyma.08G092100.1.p","Glyma.08G092100.1.p","Glyma.08G092100"
"Glyma.08G092700.1.p","Glyma.08G092700.1.p","Glyma.08G092700"
"Glyma.08G093100.1.p","Glyma.08G093100.1.p","Glyma.08G093100"
"Glyma.08G093300.1.p","Glyma.08G093300.1.p","Glyma.08G093300"
"Glyma.08G093400.1.p","Glyma.08G093400.1.p","Glyma.08G093400"
"Glyma.08G093500.1.p","Glyma.08G093500.1.p","Glyma.08G093500"
"Glyma.08G093800.1.p","Glyma.08G093800.1.p","Glyma.08G093800"
"Glyma.08G094400.1.p","Glyma.08G094400.1.p","Glyma.08G094400"
"Glyma.08G094600.1.p","Glyma.08G094600.1.p","Glyma.08G094600"
"Glyma.08G094700.1.p","Glyma.08G094700.1.p","Glyma.08G094700"
"Glyma.08G094900.1.p","Glyma.08G094900.1.p","Glyma.08G094900"
"Glyma.08G095000.1.p","Glyma.08G095000.1.p","Glyma.08G095000"
"Glyma.08G095200.1.p","Glyma.08G095200.1.p","Glyma.08G095200"
"Glyma.08G095400.1.p","Glyma.08G095400.1.p","Glyma.08G095400"
"Glyma.08G097700.1.p","Glyma.08G097700.1.p","Glyma.08G097700"
"Glyma.08G097800.1.p","Glyma.08G097800.1.p","Glyma.08G097800"
"Glyma.08G098100.1.p","Glyma.08G098100.1.p","Glyma.08G098100"
"Glyma.08G098400.1.p","Glyma.08G098400.1.p","Glyma.08G098400"
"Glyma.08G099200.1.p","Glyma.08G099200.1.p","Glyma.08G099200"
"Glyma.08G099500.1.p","Glyma.08G099500.1.p","Glyma.08G099500"
"Glyma.08G100100.1.p","Glyma.08G100100.1.p","Glyma.08G100100"
"Glyma.08G101100.1.p","Glyma.08G101100.1.p","Glyma.08G101100"
"Glyma.08G101400.1.p","Glyma.08G101400.1.p","Glyma.08G101400"
"Glyma.08G102900.1.p","Glyma.08G102900.1.p","Glyma.08G102900"
"Glyma.08G103600.1.p","Glyma.08G103600.1.p","Glyma.08G103600"
"Glyma.08G104200.1.p","Glyma.08G104200.1.p","Glyma.08G104200"
"Glyma.08G104600.1.p","Glyma.08G104600.1.p","Glyma.08G104600"
"Glyma.08G104700.1.p","Glyma.08G104700.1.p","Glyma.08G104700"
"Glyma.08G105200.1.p","Glyma.08G105200.1.p","Glyma.08G105200"
"Glyma.08G105600.1.p","Glyma.08G105600.1.p","Glyma.08G105600"
"Glyma.08G106000.1.p","Glyma.08G106000.1.p","Glyma.08G106000"
"Glyma.08G106700.1.p","Glyma.08G106700.1.p","Glyma.08G106700"
"Glyma.08G106800.1.p","Glyma.08G106800.1.p","Glyma.08G106800"
"Glyma.08G107300.1.p","Glyma.08G107300.1.p","Glyma.08G107300"
"Glyma.08G107500.1.p","Glyma.08G107500.1.p","Glyma.08G107500"
"Glyma.08G107700.1.p","Glyma.08G107700.1.p","Glyma.08G107700"
"Glyma.08G107800.1.p","Glyma.08G107800.1.p","Glyma.08G107800"
"Glyma.08G108300.1.p","Glyma.08G108300.1.p","Glyma.08G108300"
"Glyma.08G109000.2.p","Glyma.08G109000.2.p","Glyma.08G109000"
"Glyma.08G109100.1.p","Glyma.08G109100.1.p","Glyma.08G109100"
"Glyma.08G109200.1.p","Glyma.08G109200.1.p","Glyma.08G109200"
"Glyma.08G109600.1.p","Glyma.08G109600.1.p","Glyma.08G109600"
"Glyma.08G110000.1.p","Glyma.08G110000.1.p","Glyma.08G110000"
"Glyma.08G111000.1.p","Glyma.08G111000.1.p","Glyma.08G111000"
"Glyma.08G111100.1.p","Glyma.08G111100.1.p","Glyma.08G111100"
"Glyma.08G111400.1.p","Glyma.08G111400.1.p","Glyma.08G111400"
"Glyma.08G112000.1.p","Glyma.08G112000.1.p","Glyma.08G112000"
"Glyma.08G112300.1.p","Glyma.08G112300.1.p","Glyma.08G112300"
"Glyma.08G112400.1.p","Glyma.08G112400.1.p","Glyma.08G112400"
"Glyma.08G112500.1.p","Glyma.08G112500.1.p","Glyma.08G112500"
"Glyma.08G112600.1.p","Glyma.08G112600.1.p","Glyma.08G112600"
"Glyma.08G113000.1.p","Glyma.08G113000.1.p","Glyma.08G113000"
"Glyma.08G113300.1.p","Glyma.08G113300.1.p","Glyma.08G113300"
