"Pro","Wm82","Wm82Gene.V2.1"
"Glyma.17G104400.1.p","Glyma.17G104400.1.p","Glyma.17G104400"
"Glyma.17G105700.1.p","Glyma.17G105700.1.p","Glyma.17G105700"
"Glyma.17G106000.1.p","Glyma.17G106000.1.p","Glyma.17G106000"
"Glyma.17G106200.1.p","Glyma.17G106200.1.p","Glyma.17G106200"
"Glyma.17G107200.1.p","Glyma.17G107200.1.p","Glyma.17G107200"
"Glyma.17G107400.1.p","Glyma.17G107400.1.p","Glyma.17G107400"
"Glyma.17G107900.1.p","Glyma.17G107900.1.p","Glyma.17G107900"
"Glyma.17G108000.1.p","Glyma.17G108000.1.p","Glyma.17G108000"
"Glyma.17G108200.1.p","Glyma.17G108200.1.p","Glyma.17G108200"
"Glyma.17G108400.1.p","Glyma.17G108400.1.p","Glyma.17G108400"
"Glyma.17G108500.1.p","Glyma.17G108500.1.p","Glyma.17G108500"
"Glyma.17G109300.1.p","Glyma.17G109300.1.p","Glyma.17G109300"
"Glyma.17G109400.1.p","Glyma.17G109400.1.p","Glyma.17G109400"
"Glyma.17G109700.1.p","Glyma.17G109700.1.p","Glyma.17G109700"
"Glyma.17G110800.1.p","Glyma.17G110800.1.p","Glyma.17G110800"
"Glyma.17G111200.4.p","Glyma.17G111200.4.p","Glyma.17G111200"
"Glyma.17G111500.1.p","Glyma.17G111500.1.p","Glyma.17G111500"
"Glyma.17G112000.1.p","Glyma.17G112000.1.p","Glyma.17G112000"
"Glyma.17G112500.1.p","Glyma.17G112500.1.p","Glyma.17G112500"
"Glyma.17G112700.1.p","Glyma.17G112700.1.p","Glyma.17G112700"
"Glyma.17G113700.1.p","Glyma.17G113700.1.p","Glyma.17G113700"
"Glyma.17G115200.1.p","Glyma.17G115200.1.p","Glyma.17G115200"
"Glyma.17G115300.1.p","Glyma.17G115300.1.p","Glyma.17G115300"
"Glyma.17G115400.1.p","Glyma.17G115400.1.p","Glyma.17G115400"
"Glyma.17G116400.1.p","Glyma.17G116400.1.p","Glyma.17G116400"
"Glyma.17G116600.1.p","Glyma.17G116600.1.p","Glyma.17G116600"
"Glyma.17G119300.1.p","Glyma.17G119300.1.p","Glyma.17G119300"
"Glyma.17G119800.1.p","Glyma.17G119800.1.p","Glyma.17G119800"
"Glyma.17G120100.1.p","Glyma.17G120100.1.p","Glyma.17G120100"
"Glyma.17G120200.1.p","Glyma.17G120200.1.p","Glyma.17G120200"
"Glyma.17G121000.1.p","Glyma.17G121000.1.p","Glyma.17G121000"
"Glyma.17G121400.1.p","Glyma.17G121400.1.p","Glyma.17G121400"
"Glyma.17G121600.1.p","Glyma.17G121600.1.p","Glyma.17G121600"
"Glyma.17G122000.1.p","Glyma.17G122000.1.p","Glyma.17G122000"
"Glyma.17G122100.1.p","Glyma.17G122100.1.p","Glyma.17G122100"
"Glyma.17G122500.1.p","Glyma.17G122500.1.p","Glyma.17G122500"
"Glyma.17G122700.1.p","Glyma.17G122700.1.p","Glyma.17G122700"
"Glyma.17G123600.1.p","Glyma.17G123600.1.p","Glyma.17G123600"
"Glyma.17G123700.1.p","Glyma.17G123700.1.p","Glyma.17G123700"
"Glyma.17G124500.1.p","Glyma.17G124500.1.p","Glyma.17G124500"
"Glyma.17G124900.1.p","Glyma.17G124900.1.p","Glyma.17G124900"
"Glyma.17G125300.1.p","Glyma.17G125300.1.p","Glyma.17G125300"
"Glyma.17G125400.1.p","Glyma.17G125400.1.p","Glyma.17G125400"
"Glyma.17G125700.1.p","Glyma.17G125700.1.p","Glyma.17G125700"
"Glyma.17G126500.1.p","Glyma.17G126500.1.p","Glyma.17G126500"
"Glyma.17G126800.1.p","Glyma.17G126800.1.p","Glyma.17G126800"
"Glyma.17G127000.1.p","Glyma.17G127000.1.p","Glyma.17G127000"
"Glyma.17G127100.1.p","Glyma.17G127100.1.p","Glyma.17G127100"
"Glyma.17G127200.1.p","Glyma.17G127200.1.p","Glyma.17G127200"
"Glyma.17G127400.1.p","Glyma.17G127400.1.p","Glyma.17G127400"
"Glyma.17G127700.1.p","Glyma.17G127700.1.p","Glyma.17G127700"
"Glyma.17G128300.1.p","Glyma.17G128300.1.p","Glyma.17G128300"
"Glyma.17G128400.1.p","Glyma.17G128400.1.p","Glyma.17G128400"
"Glyma.17G128500.1.p","Glyma.17G128500.1.p","Glyma.17G128500"
"Glyma.17G128600.1.p","Glyma.17G128600.1.p","Glyma.17G128600"
"Glyma.17G129100.1.p","Glyma.17G129100.1.p","Glyma.17G129100"
"Glyma.17G129500.1.p","Glyma.17G129500.1.p","Glyma.17G129500"
"Glyma.17G130200.1.p","Glyma.17G130200.1.p","Glyma.17G130200"
"Glyma.17G131000.1.p","Glyma.17G131000.1.p","Glyma.17G131000"
"Glyma.17G131300.1.p","Glyma.17G131300.1.p","Glyma.17G131300"
"Glyma.17G131500.1.p","Glyma.17G131500.1.p","Glyma.17G131500"
"Glyma.17G132100.1.p","Glyma.17G132100.1.p","Glyma.17G132100"
"Glyma.17G132300.1.p","Glyma.17G132300.1.p","Glyma.17G132300"
"Glyma.17G132500.1.p","Glyma.17G132500.1.p","Glyma.17G132500"
"Glyma.17G133300.1.p","Glyma.17G133300.1.p","Glyma.17G133300"
"Glyma.17G133600.1.p","Glyma.17G133600.1.p","Glyma.17G133600"
"Glyma.17G134300.1.p","Glyma.17G134300.1.p","Glyma.17G134300"
"Glyma.17G134500.1.p","Glyma.17G134500.1.p","Glyma.17G134500"
"Glyma.17G134700.1.p","Glyma.17G134700.1.p","Glyma.17G134700"
"Glyma.17G134800.1.p","Glyma.17G134800.1.p","Glyma.17G134800"
"Glyma.17G135300.2.p","Glyma.17G135300.2.p","Glyma.17G135300"
"Glyma.17G135500.1.p","Glyma.17G135500.1.p","Glyma.17G135500"
"Glyma.17G135800.1.p","Glyma.17G135800.1.p","Glyma.17G135800"
"Glyma.17G137600.1.p","Glyma.17G137600.1.p","Glyma.17G137600"
"Glyma.17G137700.1.p","Glyma.17G137700.1.p","Glyma.17G137700"
"Glyma.17G138300.3.p","Glyma.17G138300.3.p","Glyma.17G138300"
"Glyma.17G138800.1.p","Glyma.17G138800.1.p","Glyma.17G138800"
"Glyma.17G139400.1.p","Glyma.17G139400.1.p","Glyma.17G139400"
"Glyma.17G140600.1.p","Glyma.17G140600.1.p","Glyma.17G140600"
"Glyma.17G141100.1.p","Glyma.17G141100.1.p","Glyma.17G141100"
"Glyma.17G141200.1.p","Glyma.17G141200.1.p","Glyma.17G141200"
"Glyma.17G141500.1.p","Glyma.17G141500.1.p","Glyma.17G141500"
"Glyma.17G141700.1.p","Glyma.17G141700.1.p","Glyma.17G141700"
"Glyma.17G141800.1.p","Glyma.17G141800.1.p","Glyma.17G141800"
"Glyma.17G142800.1.p","Glyma.17G142800.1.p","Glyma.17G142800"
"Glyma.17G143300.1.p","Glyma.17G143300.1.p","Glyma.17G143300"
"Glyma.17G143500.2.p","Glyma.17G143500.2.p","Glyma.17G143500"
"Glyma.17G145100.1.p","Glyma.17G145100.1.p","Glyma.17G145100"
"Glyma.17G145700.1.p","Glyma.17G145700.1.p","Glyma.17G145700"
"Glyma.17G147500.1.p","Glyma.17G147500.1.p","Glyma.17G147500"
"Glyma.17G147900.1.p","Glyma.17G147900.1.p","Glyma.17G147900"
"Glyma.17G148000.1.p","Glyma.17G148000.1.p","Glyma.17G148000"
"Glyma.17G148200.1.p","Glyma.17G148200.1.p","Glyma.17G148200"
"Glyma.17G148400.1.p","Glyma.17G148400.1.p","Glyma.17G148400"
"Glyma.17G149800.1.p","Glyma.17G149800.1.p","Glyma.17G149800"
"Glyma.17G149900.2.p","Glyma.17G149900.2.p","Glyma.17G149900"
"Glyma.17G150000.1.p","Glyma.17G150000.1.p","Glyma.17G150000"
"Glyma.17G150200.1.p","Glyma.17G150200.1.p","Glyma.17G150200"
"Glyma.17G150800.1.p","Glyma.17G150800.1.p","Glyma.17G150800"
"Glyma.17G151100.1.p","Glyma.17G151100.1.p","Glyma.17G151100"
"Glyma.17G151300.1.p","Glyma.17G151300.1.p","Glyma.17G151300"
"Glyma.17G151600.1.p","Glyma.17G151600.1.p","Glyma.17G151600"
"Glyma.17G151700.1.p","Glyma.17G151700.1.p","Glyma.17G151700"
"Glyma.17G151800.1.p","Glyma.17G151800.1.p","Glyma.17G151800"
"Glyma.17G152600.1.p","Glyma.17G152600.1.p","Glyma.17G152600"
"Glyma.17G152700.2.p","Glyma.17G152700.2.p","Glyma.17G152700"
"Glyma.17G152900.2.p","Glyma.17G152900.2.p","Glyma.17G152900"
"Glyma.17G153200.1.p","Glyma.17G153200.1.p","Glyma.17G153200"
"Glyma.17G153700.1.p","Glyma.17G153700.1.p","Glyma.17G153700"
"Glyma.17G154200.1.p","Glyma.17G154200.1.p","Glyma.17G154200"
"Glyma.17G154900.1.p","Glyma.17G154900.1.p","Glyma.17G154900"
"Glyma.17G156300.1.p","Glyma.17G156300.1.p","Glyma.17G156300"
"Glyma.17G157100.1.p","Glyma.17G157100.1.p","Glyma.17G157100"
"Glyma.17G157400.1.p","Glyma.17G157400.1.p","Glyma.17G157400"
"Glyma.17G157700.1.p","Glyma.17G157700.1.p","Glyma.17G157700"
"Glyma.17G157900.1.p","Glyma.17G157900.1.p","Glyma.17G157900"
"Glyma.17G160300.4.p","Glyma.17G160300.4.p","Glyma.17G160300"
"Glyma.17G160400.1.p","Glyma.17G160400.1.p","Glyma.17G160400"
"Glyma.17G160700.1.p","Glyma.17G160700.1.p","Glyma.17G160700"
"Glyma.17G161600.1.p","Glyma.17G161600.1.p","Glyma.17G161600"
"Glyma.17G161800.2.p","Glyma.17G161800.2.p","Glyma.17G161800"
"Glyma.17G161900.1.p","Glyma.17G161900.1.p","Glyma.17G161900"
"Glyma.17G163200.1.p","Glyma.17G163200.1.p","Glyma.17G163200"
"Glyma.17G164100.1.p","Glyma.17G164100.1.p","Glyma.17G164100"
"Glyma.17G164200.1.p","Glyma.17G164200.1.p","Glyma.17G164200"
"Glyma.17G164400.1.p","Glyma.17G164400.1.p","Glyma.17G164400"
"Glyma.17G165200.1.p","Glyma.17G165200.1.p","Glyma.17G165200"
"Glyma.17G165700.1.p","Glyma.17G165700.1.p","Glyma.17G165700"
"Glyma.17G166100.1.p","Glyma.17G166100.1.p","Glyma.17G166100"
"Glyma.17G166200.1.p","Glyma.17G166200.1.p","Glyma.17G166200"
"Glyma.17G166700.4.p","Glyma.17G166700.4.p","Glyma.17G166700"
"Glyma.17G166800.1.p","Glyma.17G166800.1.p","Glyma.17G166800"
"Glyma.17G167200.1.p","Glyma.17G167200.1.p","Glyma.17G167200"
"Glyma.17G167900.1.p","Glyma.17G167900.1.p","Glyma.17G167900"
"Glyma.17G169100.1.p","Glyma.17G169100.1.p","Glyma.17G169100"
"Glyma.17G169300.1.p","Glyma.17G169300.1.p","Glyma.17G169300"
"Glyma.17G169700.1.p","Glyma.17G169700.1.p","Glyma.17G169700"
"Glyma.17G170600.1.p","Glyma.17G170600.1.p","Glyma.17G170600"
"Glyma.17G170900.2.p","Glyma.17G170900.2.p","Glyma.17G170900"
"Glyma.17G171100.1.p","Glyma.17G171100.1.p","Glyma.17G171100"
"Glyma.17G171300.1.p","Glyma.17G171300.1.p","Glyma.17G171300"
"Glyma.17G172800.1.p","Glyma.17G172800.1.p","Glyma.17G172800"
"Glyma.17G174100.1.p","Glyma.17G174100.1.p","Glyma.17G174100"
"Glyma.17G174500.1.p","Glyma.17G174500.1.p","Glyma.17G174500"
"Glyma.17G175000.1.p","Glyma.17G175000.1.p","Glyma.17G175000"
"Glyma.17G175900.1.p","Glyma.17G175900.1.p","Glyma.17G175900"
"Glyma.17G176200.1.p","Glyma.17G176200.1.p","Glyma.17G176200"
"Glyma.17G176300.1.p","Glyma.17G176300.1.p","Glyma.17G176300"
"Glyma.17G177600.1.p","Glyma.17G177600.1.p","Glyma.17G177600"
"Glyma.17G178800.1.p","Glyma.17G178800.1.p","Glyma.17G178800"
"Glyma.17G178900.1.p","Glyma.17G178900.1.p","Glyma.17G178900"
"Glyma.17G179200.1.p","Glyma.17G179200.1.p","Glyma.17G179200"
"Glyma.17G179500.1.p","Glyma.17G179500.1.p","Glyma.17G179500"
"Glyma.17G180100.2.p","Glyma.17G180100.2.p","Glyma.17G180100"
"Glyma.17G180400.1.p","Glyma.17G180400.1.p","Glyma.17G180400"
"Glyma.17G180900.1.p","Glyma.17G180900.1.p","Glyma.17G180900"
"Glyma.17G181000.1.p","Glyma.17G181000.1.p","Glyma.17G181000"
"Glyma.17G182500.1.p","Glyma.17G182500.1.p","Glyma.17G182500"
"Glyma.17G183500.1.p","Glyma.17G183500.1.p","Glyma.17G183500"
"Glyma.17G183700.1.p","Glyma.17G183700.1.p","Glyma.17G183700"
"Glyma.17G184400.1.p","Glyma.17G184400.1.p","Glyma.17G184400"
"Glyma.17G185600.1.p","Glyma.17G185600.1.p","Glyma.17G185600"
"Glyma.17G186600.1.p","Glyma.17G186600.1.p","Glyma.17G186600"
"Glyma.17G187400.1.p","Glyma.17G187400.1.p","Glyma.17G187400"
"Glyma.17G187500.1.p","Glyma.17G187500.1.p","Glyma.17G187500"
"Glyma.17G188300.1.p","Glyma.17G188300.1.p","Glyma.17G188300"
"Glyma.17G188600.1.p","Glyma.17G188600.1.p","Glyma.17G188600"
"Glyma.17G189600.1.p","Glyma.17G189600.1.p","Glyma.17G189600"
"Glyma.17G190800.1.p","Glyma.17G190800.1.p","Glyma.17G190800"
"Glyma.17G192000.1.p","Glyma.17G192000.1.p","Glyma.17G192000"
"Glyma.17G192100.1.p","Glyma.17G192100.1.p","Glyma.17G192100"
"Glyma.17G192700.2.p","Glyma.17G192700.2.p","Glyma.17G192700"
"Glyma.17G193800.1.p","Glyma.17G193800.1.p","Glyma.17G193800"
"Glyma.17G194400.1.p","Glyma.17G194400.1.p","Glyma.17G194400"
"Glyma.17G195100.1.p","Glyma.17G195100.1.p","Glyma.17G195100"
"Glyma.17G197200.1.p","Glyma.17G197200.1.p","Glyma.17G197200"
"Glyma.17G198700.1.p","Glyma.17G198700.1.p","Glyma.17G198700"
"Glyma.17G199200.1.p","Glyma.17G199200.1.p","Glyma.17G199200"
"Glyma.17G200500.1.p","Glyma.17G200500.1.p","Glyma.17G200500"
"Glyma.17G201100.1.p","Glyma.17G201100.1.p","Glyma.17G201100"
"Glyma.17G201600.1.p","Glyma.17G201600.1.p","Glyma.17G201600"
"Glyma.17G201700.1.p","Glyma.17G201700.1.p","Glyma.17G201700"
"Glyma.17G201900.1.p","Glyma.17G201900.1.p","Glyma.17G201900"
"Glyma.17G202300.1.p","Glyma.17G202300.1.p","Glyma.17G202300"
"Glyma.17G202500.1.p","Glyma.17G202500.1.p","Glyma.17G202500"
"Glyma.17G202900.1.p","Glyma.17G202900.1.p","Glyma.17G202900"
"Glyma.17G203100.1.p","Glyma.17G203100.1.p","Glyma.17G203100"
"Glyma.17G205000.1.p","Glyma.17G205000.1.p","Glyma.17G205000"
"Glyma.17G206300.1.p","Glyma.17G206300.1.p","Glyma.17G206300"
"Glyma.17G206600.1.p","Glyma.17G206600.1.p","Glyma.17G206600"
"Glyma.17G206800.2.p","Glyma.17G206800.2.p","Glyma.17G206800"
"Glyma.17G207900.1.p","Glyma.17G207900.1.p","Glyma.17G207900"
"Glyma.17G208000.1.p","Glyma.17G208000.1.p","Glyma.17G208000"
"Glyma.17G208200.1.p","Glyma.17G208200.1.p","Glyma.17G208200"
"Glyma.17G209500.1.p","Glyma.17G209500.1.p","Glyma.17G209500"
"Glyma.17G209600.1.p","Glyma.17G209600.1.p","Glyma.17G209600"
"Glyma.17G211100.6.p","Glyma.17G211100.6.p","Glyma.17G211100"
"Glyma.17G211100.7.p","Glyma.17G211100.7.p","Glyma.17G211100"
"Glyma.17G211700.1.p","Glyma.17G211700.1.p","Glyma.17G211700"
"Glyma.17G211900.1.p","Glyma.17G211900.1.p","Glyma.17G211900"
"Glyma.17G212200.1.p","Glyma.17G212200.1.p","Glyma.17G212200"
"Glyma.17G213000.1.p","Glyma.17G213000.1.p","Glyma.17G213000"
"Glyma.17G215300.1.p","Glyma.17G215300.1.p","Glyma.17G215300"
"Glyma.17G215700.1.p","Glyma.17G215700.1.p","Glyma.17G215700"
"Glyma.17G215800.1.p","Glyma.17G215800.1.p","Glyma.17G215800"
"Glyma.17G216000.2.p","Glyma.17G216000.2.p","Glyma.17G216000"
"Glyma.17G216700.1.p","Glyma.17G216700.1.p","Glyma.17G216700"
"Glyma.17G217000.1.p","Glyma.17G217000.1.p","Glyma.17G217000"
"Glyma.17G218200.1.p","Glyma.17G218200.1.p","Glyma.17G218200"
"Glyma.17G218500.1.p","Glyma.17G218500.1.p","Glyma.17G218500"
"Glyma.17G218700.1.p","Glyma.17G218700.1.p","Glyma.17G218700"
"Glyma.17G218800.1.p","Glyma.17G218800.1.p","Glyma.17G218800"
"Glyma.17G219400.1.p","Glyma.17G219400.1.p","Glyma.17G219400"
"Glyma.17G220200.1.p","Glyma.17G220200.1.p","Glyma.17G220200"
"Glyma.17G220500.1.p","Glyma.17G220500.1.p","Glyma.17G220500"
"Glyma.17G221900.1.p","Glyma.17G221900.1.p","Glyma.17G221900"
"Glyma.17G222100.1.p","Glyma.17G222100.1.p","Glyma.17G222100"
"Glyma.17G222200.1.p","Glyma.17G222200.1.p","Glyma.17G222200"
"Glyma.17G222800.4.p","Glyma.17G222800.4.p","Glyma.17G222800"
"Glyma.17G223000.1.p","Glyma.17G223000.1.p","Glyma.17G223000"
"Glyma.17G223400.1.p","Glyma.17G223400.1.p","Glyma.17G223400"
"Glyma.17G223600.1.p","Glyma.17G223600.1.p","Glyma.17G223600"
"Glyma.17G223800.2.p","Glyma.17G223800.2.p","Glyma.17G223800"
"Glyma.17G223900.1.p","Glyma.17G223900.1.p","Glyma.17G223900"
"Glyma.17G224300.1.p","Glyma.17G224300.1.p","Glyma.17G224300"
"Glyma.17G225200.1.p","Glyma.17G225200.1.p","Glyma.17G225200"
"Glyma.17G225200.2.p","Glyma.17G225200.2.p","Glyma.17G225200"
"Glyma.17G226100.1.p","Glyma.17G226100.1.p","Glyma.17G226100"
"Glyma.17G226700.1.p","Glyma.17G226700.1.p","Glyma.17G226700"
"Glyma.17G227200.1.p","Glyma.17G227200.1.p","Glyma.17G227200"
"Glyma.17G227800.1.p","Glyma.17G227800.1.p","Glyma.17G227800"
"Glyma.17G227900.1.p","Glyma.17G227900.1.p","Glyma.17G227900"
"Glyma.17G228100.1.p","Glyma.17G228100.1.p","Glyma.17G228100"
"Glyma.17G228400.2.p","Glyma.17G228400.2.p","Glyma.17G228400"
"Glyma.17G228500.2.p","Glyma.17G228500.2.p","Glyma.17G228500"
"Glyma.17G228800.1.p","Glyma.17G228800.1.p","Glyma.17G228800"
"Glyma.17G228900.2.p","Glyma.17G228900.2.p","Glyma.17G228900"
"Glyma.17G230300.1.p","Glyma.17G230300.1.p","Glyma.17G230300"
"Glyma.17G230700.1.p","Glyma.17G230700.1.p","Glyma.17G230700"
"Glyma.17G231200.1.p","Glyma.17G231200.1.p","Glyma.17G231200"
"Glyma.17G231700.4.p","Glyma.17G231700.4.p","Glyma.17G231700"
"Glyma.17G231800.1.p","Glyma.17G231800.1.p","Glyma.17G231800"
"Glyma.17G232200.2.p","Glyma.17G232200.2.p","Glyma.17G232200"
"Glyma.17G232300.2.p","Glyma.17G232300.2.p","Glyma.17G232300"
"Glyma.17G232600.1.p","Glyma.17G232600.1.p","Glyma.17G232600"
"Glyma.17G233000.1.p","Glyma.17G233000.1.p","Glyma.17G233000"
"Glyma.17G233900.4.p","Glyma.17G233900.4.p","Glyma.17G233900"
"Glyma.17G234700.1.p","Glyma.17G234700.1.p","Glyma.17G234700"
"Glyma.17G234900.1.p","Glyma.17G234900.1.p","Glyma.17G234900"
"Glyma.17G235100.1.p","Glyma.17G235100.1.p","Glyma.17G235100"
"Glyma.17G235300.1.p","Glyma.17G235300.1.p","Glyma.17G235300"
"Glyma.17G235900.1.p","Glyma.17G235900.1.p","Glyma.17G235900"
"Glyma.17G236800.1.p","Glyma.17G236800.1.p","Glyma.17G236800"
"Glyma.17G237100.1.p","Glyma.17G237100.1.p","Glyma.17G237100"
"Glyma.17G237500.1.p","Glyma.17G237500.1.p","Glyma.17G237500"
"Glyma.17G238800.1.p","Glyma.17G238800.1.p","Glyma.17G238800"
"Glyma.17G238900.1.p","Glyma.17G238900.1.p","Glyma.17G238900"
"Glyma.17G239000.2.p","Glyma.17G239000.2.p","Glyma.17G239000"
"Glyma.17G239300.1.p","Glyma.17G239300.1.p","Glyma.17G239300"
"Glyma.17G239700.1.p","Glyma.17G239700.1.p","Glyma.17G239700"
"Glyma.17G240400.1.p","Glyma.17G240400.1.p","Glyma.17G240400"
"Glyma.17G241800.1.p","Glyma.17G241800.1.p","Glyma.17G241800"
"Glyma.17G242300.1.p","Glyma.17G242300.1.p","Glyma.17G242300"
"Glyma.17G242400.1.p","Glyma.17G242400.1.p","Glyma.17G242400"
"Glyma.17G243300.1.p","Glyma.17G243300.1.p","Glyma.17G243300"
"Glyma.17G243600.1.p","Glyma.17G243600.1.p","Glyma.17G243600"
"Glyma.17G243700.1.p","Glyma.17G243700.1.p","Glyma.17G243700"
"Glyma.17G244300.1.p","Glyma.17G244300.1.p","Glyma.17G244300"
"Glyma.17G244600.3.p","Glyma.17G244600.3.p","Glyma.17G244600"
"Glyma.17G244800.1.p","Glyma.17G244800.1.p","Glyma.17G244800"
"Glyma.17G245700.2.p","Glyma.17G245700.2.p","Glyma.17G245700"
"Glyma.17G246500.1.p","Glyma.17G246500.1.p","Glyma.17G246500"
"Glyma.17G246600.1.p","Glyma.17G246600.1.p","Glyma.17G246600"
"Glyma.17G247300.3.p","Glyma.17G247300.3.p","Glyma.17G247300"
"Glyma.17G247400.1.p","Glyma.17G247400.1.p","Glyma.17G247400"
"Glyma.17G248300.1.p","Glyma.17G248300.1.p","Glyma.17G248300"
"Glyma.17G249100.1.p","Glyma.17G249100.1.p","Glyma.17G249100"
"Glyma.17G249600.1.p","Glyma.17G249600.1.p","Glyma.17G249600"
"Glyma.17G249900.1.p","Glyma.17G249900.1.p","Glyma.17G249900"
"Glyma.17G250300.1.p","Glyma.17G250300.1.p","Glyma.17G250300"
"Glyma.17G250700.1.p","Glyma.17G250700.1.p","Glyma.17G250700"
"Glyma.17G250900.1.p","Glyma.17G250900.1.p","Glyma.17G250900"
"Glyma.17G250900.4.p","Glyma.17G250900.4.p","Glyma.17G250900"
"Glyma.17G251100.1.p","Glyma.17G251100.1.p","Glyma.17G251100"
"Glyma.17G251300.1.p","Glyma.17G251300.1.p","Glyma.17G251300"
"Glyma.17G251800.1.p","Glyma.17G251800.1.p","Glyma.17G251800"
"Glyma.17G252600.1.p","Glyma.17G252600.1.p","Glyma.17G252600"
"Glyma.17G253400.1.p","Glyma.17G253400.1.p","Glyma.17G253400"
"Glyma.17G253700.1.p","Glyma.17G253700.1.p","Glyma.17G253700"
"Glyma.17G253800.1.p","Glyma.17G253800.1.p","Glyma.17G253800"
"Glyma.17G253900.1.p","Glyma.17G253900.1.p","Glyma.17G253900"
"Glyma.17G254100.3.p","Glyma.17G254100.3.p","Glyma.17G254100"
"Glyma.17G254200.1.p","Glyma.17G254200.1.p","Glyma.17G254200"
"Glyma.17G254400.3.p","Glyma.17G254400.3.p","Glyma.17G254400"
"Glyma.17G254900.1.p","Glyma.17G254900.1.p","Glyma.17G254900"
"Glyma.17G255300.2.p","Glyma.17G255300.2.p","Glyma.17G255300"
"Glyma.17G255800.1.p","Glyma.17G255800.1.p","Glyma.17G255800"
"Glyma.17G255900.1.p","Glyma.17G255900.1.p","Glyma.17G255900"
"Glyma.17G256200.3.p","Glyma.17G256200.3.p","Glyma.17G256200"
"Glyma.17G256400.1.p","Glyma.17G256400.1.p","Glyma.17G256400"
"Glyma.17G257500.1.p","Glyma.17G257500.1.p","Glyma.17G257500"
"Glyma.17G257600.1.p","Glyma.17G257600.1.p","Glyma.17G257600"
"Glyma.17G257800.1.p","Glyma.17G257800.1.p","Glyma.17G257800"
"Glyma.17G258300.1.p","Glyma.17G258300.1.p","Glyma.17G258300"
"Glyma.17G258700.1.p","Glyma.17G258700.1.p","Glyma.17G258700"
"Glyma.17G259000.1.p","Glyma.17G259000.1.p","Glyma.17G259000"
"Glyma.17G259100.1.p","Glyma.17G259100.1.p","Glyma.17G259100"
"Glyma.17G259200.1.p","Glyma.17G259200.1.p","Glyma.17G259200"
"Glyma.17G260000.1.p","Glyma.17G260000.1.p","Glyma.17G260000"
"Glyma.17G261100.1.p","Glyma.17G261100.1.p","Glyma.17G261100"
"Glyma.17G261500.1.p","Glyma.17G261500.1.p","Glyma.17G261500"
"Glyma.17G261600.4.p","Glyma.17G261600.4.p","Glyma.17G261600"
"Glyma.17G261700.1.p","Glyma.17G261700.1.p","Glyma.17G261700"
"Glyma.17G262100.1.p","Glyma.17G262100.1.p","Glyma.17G262100"
"Glyma.17G262400.1.p","Glyma.17G262400.1.p","Glyma.17G262400"
"Glyma.18G000100.1.p","Glyma.18G000100.1.p","Glyma.18G000100"
"Glyma.18G000300.1.p","Glyma.18G000300.1.p","Glyma.18G000300"
"Glyma.18G001300.1.p","Glyma.18G001300.1.p","Glyma.18G001300"
"Glyma.18G001400.1.p","Glyma.18G001400.1.p","Glyma.18G001400"
"Glyma.18G001500.2.p","Glyma.18G001500.2.p","Glyma.18G001500"
"Glyma.18G001800.1.p","Glyma.18G001800.1.p","Glyma.18G001800"
"Glyma.18G002200.1.p","Glyma.18G002200.1.p","Glyma.18G002200"
"Glyma.18G002400.1.p","Glyma.18G002400.1.p","Glyma.18G002400"
"Glyma.18G002700.1.p","Glyma.18G002700.1.p","Glyma.18G002700"
"Glyma.18G002800.1.p","Glyma.18G002800.1.p","Glyma.18G002800"
"Glyma.18G003000.1.p","Glyma.18G003000.1.p","Glyma.18G003000"
"Glyma.18G003100.1.p","Glyma.18G003100.1.p","Glyma.18G003100"
"Glyma.18G003200.1.p","Glyma.18G003200.1.p","Glyma.18G003200"
"Glyma.18G003900.1.p","Glyma.18G003900.1.p","Glyma.18G003900"
"Glyma.18G004100.1.p","Glyma.18G004100.1.p","Glyma.18G004100"
"Glyma.18G004100.3.p","Glyma.18G004100.3.p","Glyma.18G004100"
"Glyma.18G005100.1.p","Glyma.18G005100.1.p","Glyma.18G005100"
"Glyma.18G005600.2.p","Glyma.18G005600.2.p","Glyma.18G005600"
"Glyma.18G005800.1.p","Glyma.18G005800.1.p","Glyma.18G005800"
"Glyma.18G006000.1.p","Glyma.18G006000.1.p","Glyma.18G006000"
"Glyma.18G007000.1.p","Glyma.18G007000.1.p","Glyma.18G007000"
"Glyma.18G007500.1.p","Glyma.18G007500.1.p","Glyma.18G007500"
"Glyma.18G007700.1.p","Glyma.18G007700.1.p","Glyma.18G007700"
"Glyma.18G008100.1.p","Glyma.18G008100.1.p","Glyma.18G008100"
"Glyma.18G009200.1.p","Glyma.18G009200.1.p","Glyma.18G009200"
"Glyma.18G009300.1.p","Glyma.18G009300.1.p","Glyma.18G009300"
"Glyma.18G009700.1.p","Glyma.18G009700.1.p","Glyma.18G009700"
"Glyma.18G010300.1.p","Glyma.18G010300.1.p","Glyma.18G010300"
"Glyma.18G010400.1.p","Glyma.18G010400.1.p","Glyma.18G010400"
"Glyma.18G010500.1.p","Glyma.18G010500.1.p","Glyma.18G010500"
"Glyma.18G011200.1.p","Glyma.18G011200.1.p","Glyma.18G011200"
"Glyma.18G011600.1.p","Glyma.18G011600.1.p","Glyma.18G011600"
"Glyma.18G012200.1.p","Glyma.18G012200.1.p","Glyma.18G012200"
"Glyma.18G013100.2.p","Glyma.18G013100.2.p","Glyma.18G013100"
